COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Synergy Institute of Engg. & Technology,Basanti Prasad Dhenkanal Pincode - 759001 Dhenkanal (Dist) Orissa,DHENKANAL,Orissa,06762-.:   225905/227307/226708/224178,sietdkl@synergyinstitute.net,www.synergyinstitute.net
Pondicherry Engineering College,Pillaichavady Pincode - 605104 Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,0413-2655214/ 2655281/ 2655287,info@pec.edu,http://www.pec.edu
Pope John Paul II College of Education,Reddiarpalayam Pincode - 605010 Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,(0413) 2292121/ 2292122,msseelan@yahoo.co.in// paulraajan@gmail.com,http://www.popejohnpaulcollege.org
Shri Rajiv Gandhi Institute Of Tech,R.s. No. 25;26&27 Pondy - Cuddalore East Coast Road Kirumambakkam Pondicherry - 605102 Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,0413-2611383/ 2615308/ 2615309/ 2615310,rgcet@satyam.net.in,
Dr BR Ambedkar Institute of Technology,Govt Polytechnic Campus; Junglighat Pahargaon Pincode - 744103 Karaikal (Dist) Pondicherry,KARAIKAL,Pondicherry,,,
Shree Sathguru Engineering College,Keelavoor; Thirunallar Taluk;karaikal Municipalty; Pondicherry,,Pondicherry,,rahoofmedappil@gmail.com,
Sri Manakula Vinayagar Engineering College,No. 24; Mariyamman Koil Street Madagandipet Mannadipet Pincode - 605107 Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,0413-2641151/ 2641136/ 2640040,smvec_engg@sify.com//  info@smvec.ac.in,http://www.smvec.ac.in
Regency Institute Of Technology|,Kanakalapet Yanam Pincode - 533464 Yanam (Dist) Pondicherry,YANAM,Pondicherry,0884-2314292/ 2314295,regencytech@sify.com,http://www.regencyengg.com
Bharathiyar College of Engineering & Technology,Tiruvettakudi Karaikal Pincode - 609609 Karaikal (Dist) Pondicherry,KARAIKAL,Pondicherry,04368-265915-17/ 266415-17/ 266015,beetmail@vsnl.net // 	info@bcet.edu.in,http://www.bcet.edu.in
Rajiv Gandhi College of Engineering & Technology,Kirumambakkam Cuddalore Road Pincode - 605102 Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,0413- 2615309/ 2615310,rgcetpdy@sify.com,http://www.rgcetpdy.ac.in
Perunthalaivar Kamarajar Institute Engineering Technology,Nedunagadu Post Karaikal Pincode - 609603 Karaikal (Dist) Pondicherry,KARAIKAL,Pondicherry,04368-262234/ 292767,principal@pkiet.edu.in//     ptdurai58@yahoo.com,www.pkiet.edu.in
Manakula Vinayagar Institute of Technology,Pincode - 605107 Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,0413-2643007,mvit_engg@yahoo.in,www.mvit.edu.in
Christ College of Engineering & Technology,Moolakulam Oulgaret Municipality Pondicherry (Dist) Pondicherry,PONDICHERRY,Pondicherry,0413-2293491/ 2293492,adminoffice@christcet.edu.in,www.christcet.com
Institute of Engineering Technology Punjab,Po Mianpur Rupnagar Ropar Pincode - 140108 Rupnagar (Dist) Punjab,RUPNAGAR,Punjab,01881-244391,adm@ietbaddal.org,www.pgc.edu.in
Rayat & Bahra Institute Of Engineering & Bio-Technology,Soharan Kharar Ropar Pincode - 140104 Punjab,,Punjab,01881-5090549,info@riet.ac.in,http://www.rbiebt.rayatbahra.com
Guru Teg Bahadur Institute of Technology & Engineering,V.p.o. Chhapian Wali; Pincode - 152107 Muktsar (Dist) Punjab,MUKTSAR,Punjab,01637-263014/ 263016/ 222038,gtbkietprin@gtbkiet.org,www.gtbkiet.org
Centre for Development of Advance Computing,A-34; Industrial Area Phase-viii Mohali Mohali - 160059 Punjab,,Punjab,0172- 2237052- 57,vipin.edewan@gmail.com,
Sant Baba Bhag Singh Institute Of Engineering & Technology,Vpo- Padhiana Jalandhar Pincode - 144030 Jalandhar (Dist) Punjab,JALANDHAR,Punjab,0181-2711167/ 2711164/98159-39395,RISHAV_PARMAR@yahoo.com,http://web.sbbs.edu.in/
Rayat Institute Of Engineering & Technology,Railmaira Chandigar- Asr G.t.road Nawanshahr (Dist) Punjab,NAWANSHAHR,Punjab,01881-270500/270691/270651,rbiebt@rayatbahra.com,
Aryans Group Of Colleges,Chandigarh-patiala Highway Between Rajpura And Ba Punjab,,Punjab,98762-99888 98765-99888,info@aryans.edu.in,http://www.aryans.edu.in/
Guru Nanak Institute of Management and Information Technology,Gujar Khan Campus; Pincode - 141002 Ludhiana (Dist) Punjab,LUDHIANA,Punjab,0161-6575999,tpo@gnimt.org,www.gnimt.org
Guru Nanak Dev Engineering College,Ludhiana Ludhiana (Dist) Punjab,LUDHIANA,Punjab,0161-490339/502240/ 2490610,director@gndec.ac.in,http://www.gndec.ac.in
Punjab Group of colleges,Punjab Group Of Colleges;pcet Lalru Mandi;village-malakpur 25 Kms From Chandigarh Pincode - 140501 Mohali (Dist) Punjab,MOHALI,Punjab,9354580108,contact@pgc.edu.in,http://www.pgc.edu.in/
Guru Gobind Singh College of Modern Technology|,Kharar Sas Nagar Punjab,,Punjab,018882-282124/9814465649,ggscollege@yahoo.com,www.ggssachdeva.com
Guru Gobind Singh College of Engineering and Technology,Talwandi Sbo Bhatinda G.t.road Bathinda (Dist) Punjab,BATHINDA,Punjab,01655-221534,information@ggscet.com,http://www.ggscedu.org
Gurukul Vidyapeeth Institute of Engineering and Technology,Chandigarh - Patiala Highway; Ramnagar - Banur; Patiala (Dist) Punjab,PATIALA,Punjab,-266071,info@gurukul.cc,www.gurukul.cc
Bhutta College Of Engineering And Technology,Vpo-bhutta Ludhiana Pincode - 141206 Ludhiana (Dist) Punjab,LUDHIANA,Punjab,0161-2852913/2853256/57/2458971,bcet@sify.com,http://www.bcetldh.org/
Doaba Institute of Engineering and Technology DIET,Ghataur Po Allapur ;tehkharar Ropar Punjab,,Punjab,0172-5099401/ 5032136,doaba_co@yahoo.co.in,http://www.dgc.edu.in/
Amritsar College of Engineering & Technology,Amritsar-jalandhar G. T. Road Amritsar Amritsar Amritsar (Dist) Punjab,AMRITSAR,Punjab,0183-5069532,aietfaridkot@yahoo.co.in,www.acetamritsar.org
Malout Institute of Management and Information Technology,Green Field Enclave Near New Grain Market Malout Punjab,,Punjab,01637-264512/ 261500/264513,harinders@yahoo.com,www.mimitmalout.org
Chandigarh College of Architecture,Sector 12; Chandigarh; Pincode - 160 012 Chandigarh (Dist) Punjab,CHANDIGARH,Punjab,0172 - 2740558/ 2740685/ 2740689,cca@chd.nic.in,cca.nic.in
KC College of Engineering and Information Technology,Vpo Kariam Nawanshahar Pincode - 144514 Nawanshahr (Dist) Punjab,NAWANSHAHR,Punjab,01823-232499/ 223578,principal_kcc@yahoo.com,http://www.kcinstitutes.com/
Sahibzada Ajit Singh Institute of Information Technology,C-124; Eltop Area Phase-viii; Village Nag MohaliPunjab,,Punjab,91-172-5094174/ 5094175/ 5098014/ 5098015,info@sasiilmohali.com,www.sasiitmohali.com
Swami Vivekanand Institute of Engineering & Tecnology,Vill Ram Nagar Near Banur Patiala Pincode - 140601 Patiala (Dist) Punjab,PATIALA,Punjab,0172-2712312/9814822555/666/777,info_sviet@yahoo.com//  info@scbs.in,http://www.sviet.ac.in/
Sant Longowal Central Institute of Engineering & Technology,Longowal Sangrur (Dist) Punjab,SANGRUR,Punjab,01672-280057/ 284600,slietweb@gmail.com,
Baba Banda Singh Bahadur Engineering College,Fatehgarh Sahib Patiala Patiala - 140002 Patiala (Dist) Punjab,PATIALA,Punjab,01676- 273162,info@bbsbec.ac.in,
Chandigarh Engineering College,Vpo-landran Mohali Pincode - 140038 Rupnagar (Dist) Punjab,RUPNAGAR,Punjab,0172-2250787. 788/ 789,ceclandran@hotmail.com,www.cecmohali.org/
North West Institute Of Engineering And Technology,V.p.o Dhudike; Dist Moga Pincode - 142053 Moga (Dist) Punjab,MOGA,Punjab,8054011013/ 9988402013,,www.northwest.ac.in
Giani Zail Singh College of Engineering and Technology,Dabwali Road Bhatinda Pincode - 151001 Bathinda (Dist) Punjab,BATHINDA,Punjab,0164-2282491/ 2280985/2280794,principalgzscet@yahoo.com,http://www.gzscetbti.gov.in/
Govt.Polytechnic College bathinda,Bibi Wala Chownk Bathinda Near Cantt Bathinda Pincode - Na Bathinda (Dist) Punjab,BATHINDA,Punjab,9.18E+11,principal_gpcbti@yahoo.com,www.gpcbathinda.org
Shiv Shankar Institute of Engineering and Technology,Patti Amritsar Pincode - 143416 Amritsar (Dist) Punjab,AMRITSAR,Punjab,01851-242518/ 242578,ssietpatti@yahoo.co.in// info@ssietpatti.org,http://www.ssietpatti.org/
Ramgarhia Institute of Engineering and Technology,Rec Complex Satnampura Phagwara Pincode - 144402 Kapurthala (Dist) Punjab,KAPURTHALA,Punjab,01824-505147/507531,info@riet.ac.in,http://www.riet.ac.in
Sri Sai College of Engineering & Tech,V.p.o. Badhani Pathankot Pathankot - 145001 Gurdaspur (Dist) Punjab,GURDASPUR,Punjab,01870-250102/250202/9814250302,erskpunj@rediffmail.com,
Punjab College of Engineering & Technology,Village-malakpur Lalru Mandi Patiala Patiala (Dist) Punjab,PATIALA,Punjab,01762-249637/9896023555,contact@pcet.org,www.pgc.edu.in/
Shaheed Udham Singh College of Engineering & Technology,Tangori Mohali Mohali (Dist) Punjab,MOHALI,Punjab,160-2257180/ 2257190/2257115,principal@suscet.ac.in,http://www.suscolleges.com/
Bhai Maha Singh College of Engineering,Kotkapura Road Muktsar Pincode - 152026 Muktsar (Dist) Punjab,MUKTSAR,Punjab,01633-264459/ 269323/ 9872025641,Principalbmsce@yahoo.co.in//  director-bmsce@yahoo.c,www.bmscemuktsar.com
Khalsa College Lyallpur Institute of Management and Technology,G.t Road Jalandhar City Near Bus Stand Pincode - 144001 Punjab,,Punjab,0181-2221072,kclimtjal@gmail.com,www.kclimt.com
Jasdev Singh Sandhu Institute of Engineering,Rajpura Road; Kauli Punjab,,Punjab,0175 - 2663122/3296429,,
Rimt-Maharaja Agrasen Engineering College,Mandi Gobindgarh Pincode - 147301 Fatehgarh Sahib (Dist) Punjab,FATEHGARH SAHIB,Punjab,01765-295307,Principalrimtmaec@yahoo.com,http://www.rimtmaec.com/
Lala Lajpat Rai Institute of Engineering & Technology,Moga-ferozepur G.t. Road Near P.s. Sadar Pincode - 142001 Moga (Dist) Punjab,MOGA,Punjab,01636-265068/ 265315/265216,llrmimt@sify.com,http://www.llriet.ac.in/
Baba Kuma Singh JI Engineering College,Gurdwara Guru Sar Satlani Sahib Hushiar Nagar Amritsar Amritsar - 143107 Amritsar (Dist) Punjab,AMRITSAR,Punjab,0183-2384311/3210010/9815142332,bksjec@yahoo.com//  tpo.bksjec@gmail.com//  info@bksjec.org,
Swami Vivekanand Institute of Engineering & Technology,Village Ramnagar P.o. Jansla Near (banur) Tehsil Rajpura Pincode - 140601 Patiala (Dist) Punjab,PATIALA,Punjab,01762-507000/0172-5001111,info@sviit.in,www.sviet.ac.in
Beant College of Engineering and Technology,Gurdaspur Post Box-13 Amritsar Pincode - 143005 Amritsar (Dist) Punjab,AMRITSAR,Punjab,0183-2384311/ 3210010/9815142332,ahmad_tahir@rediffmail.com,http://www.bcetgsp.ac.in/
St.Soldier Management & Technical Institute,Kapurthala Road Master Gurbanta Singh Marg Pincode - 144002 Jalandhar (Dist) Punjab,JALANDHAR,Punjab,098143-45025,ssmtijal@rediffmail .com,http://www.cmsssietm.com/
Sachdeva Engineering College For Girls| Mohali,Chandigarh- Ludhiana Highway V.p.o Gharun(kharar) Mohali (Dist) Punjab,MOHALI,Punjab,0160-2635043,secg@ggssachdeva.com,www.secg.ac.in
Desh Bhagat Engineering College,Amloh Road Mandi Gobindgarh Pincode - 147301 Fatehgarh Sahib (Dist) Punjab,FATEHGARH SAHIB,Punjab,01765-506644/ 506222,dbec@rediffmail.com.,http://www.dbec.org
Rimt- Institute Of Management & Technology,Sirhind Side Mandi Gobindgarh Fatehgarh Sahib Pincode - 147301 Fatehgarh Sahib (Dist) Punjab,FATEHGARH SAHIB,Punjab,01765-2241507/ 2241407,info@rimtpb.com,http://www.rimtengg.com/
Bhai Gurdas Institute of Engg. & Technology,Patiala Road Sangrur Pincode - 148001 Sangrur (Dist) Punjab,SANGRUR,Punjab,01672-278528/ 278529/ 7,bgiet2002@rediffmail.com,http://www.bgiet.ac.in/
College of Engineering & Management,5th Km Stone Goindwal Road Kapurthala Pincode - 144601 Kapurthala (Dist) Punjab,KAPURTHALA,Punjab,01822-265203/265170/309673,principal@cemkpt.org,http://www.cemkpt.org
Adesh Institute of Engineering & Technology,Post Box No. 11; Sadiq Road Faridkot Faridkot (Dist) Punjab,FARIDKOT,Punjab,01639-240413/ 240206/ 240148,aietfaridkot@yahoo.co.in,hwww.aiet.in
Chitkara Institute of Engineering and Technology,Village- Jansla Patiala Patiala - 140401 Patiala (Dist) Punjab,PATIALA,Punjab,01762-507084/ 507085 /9872813010,info@chitkara.org,
LITT College Of Engineering,Gtb State Highway; Pojewal. Punjab,,Punjab,,,
Beant College of Engg. & Technology,Gurdaspur (Dist) Punjab,GURDASPUR,Punjab,,,
CT Institute of Engineering| Management and Technology,Greater Kailash; G.t.road; Maqsudan; Pincode - 144008 Jalandhar (Dist) Punjab,JALANDHAR,Punjab,0181- 5009595,,www.ctgroup.in
Swami Parmanand Group of Colleges,Jaulan Kalan;lalru; Tehsil Pincode - 140507 Mohali (Dist) Punjab,MOHALI,Punjab,01762-277100-101,info@spcet.org,www.spcet.org
Lovely Institute of Technology,Chehru Railway Bridge Teh. Phagwara Kapurthala Pincode - 144402 Kapurthala (Dist) Punjab,KAPURTHALA,Punjab,01824-240833/ 240832/240700,lovely@jla.vsnl.net.in,
Indo Global College of Engineering,Indo Global Education Sociey Abhipur Chandigarh Pincode - 140109 Punjab,,Punjab,0172-2542091/ 2546015/09815607246,contact@igef.net,http://www.igef.net/
S.B.S. College of Engineering & Technology,Ferozpur Pincode - 160014 Punjab,,Punjab,01632-244012/ 242138,principal@sbscet.ac.in,http://www.sbsstc.ac.in
S. Sukhjinder Singh Engineering and Technology College,V.p.o. Hayat Nagar; Pincode - 143521 Gurdaspur (Dist) Punjab,GURDASPUR,Punjab,+91-1874 243 242,info@sssgroup.in,www.sssgroup.in
Baba Hira Singh Bhattal Institute of Engineering and Technology,Subam - Jakhal Road Lehragaga Sangrur Pincode - 148031 Sangrur (Dist) Punjab,SANGRUR,Punjab,01676- 273162,director.bhsbiet@gmail.com//  info@bhsbiet.ac.in// admissions@bhsbiet.ac.in,
Swami Parmanand College of Engineering and Technology,Vill Jaulan Kalan (lalru) Derabassi Patiala Pincode - 140507 Patiala (Dist) Punjab,PATIALA,Punjab,01762-249070/73/9814512062,info@spcet.org,http://www.spcet.org/
DAV Institute of Engineering & Technology,Kabir Nagar Jalandhar Jalandhar (Dist) Punjab,JALANDHAR,Punjab,0181-2200126/ 2202004/9814345504,daviet@davietjal.org,http://www.davietpalamau.org/
Shaheed Bhagat Singh State Technical Campus,Ferozepur (Dist) Punjab,FEROZEPUR,Punjab,,,www.sbscet.ac.in
Shaheed Bhagat Singh College of Engineering & Technology,Ferozepur Ferozepur (Dist) Punjab,FEROZEPUR,Punjab,8288012001/8288012050,principal@sbscet.ac.in,http://www.sbsstc.ac.in/
Ludhiana College Of Engineering And Technology|,Ludhiana-samrala G.t. Road Katani Kalan Ludhiana Ludhiana Ludhiana (Dist) Punjab,LUDHIANA,Punjab,0161-2834307/ 2834750,lcet02ludhiana@rediffmail.com,
CT Institute of Engineering| Management & Technology,Shahpur Jalandhar Pincode - 144026 Jalandhar (Dist) Punjab,JALANDHAR,Punjab,0181-2895967/2895968/9815060007,info@ctedu.ac.in,http://www.ctgroup.in/
BIS College of Engineering and Technology,Pincode - 142043 Moga (Dist) Punjab,MOGA,Punjab,-186084,info@bisinstitutes.com,www.bisinstitutes.com
Sri Sukhmani Institute of Engineering and Technology,Dera Bassi Patiala Pincode - 140507 Patiala (Dist) Punjab,PATIALA,Punjab,01762-524805/ 9814851447,ssiet@sukhmaniinstitute.com,www.srisukhmani.edu.in
Jaipur Engineering College and Research Centre,Sri Ram Ki Nangal; Via Vatika Opp. Epip Tank Sukhpuria Jaipur - 303905 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141-2770120/  2770232,info@jecrcmail.com,
Institute of Engineering for Women,Ajmer Road;; Bhankrota Pincode - 303011 Rajasthan,,Rajasthan,,,
Jagannath Gupta Institute Of Engineering And Technology,Ip 2&3; Sitapura Industrial Area Phase-iv Jaipur Pincode - 303905 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141-2771516/2771615/9829065770,jp@jimsindia.org,http://www.jnit.org/
Gurukul Institute of Engineering & Technology,Institutional Area Ranpur Kota Kota (Dist) Rajasthan,KOTA,Rajasthan,0744-3231000/3232000,gurukulenggkota@yahoo.co.in,http://www.gurukulkota.org
Institute of Engineering Technology Rajasthan,Matsya Industrial Area Road No.2; Post: M.i.a North-extension Alwar Pincode - 301030 Alwar (Dist) Rajasthan,ALWAR,Rajasthan,091-0141-2752080/2752081,admn@gyanvihar.org,http://www.ietalwar.com/
Ajmer Institute of Technology,Pushkar Bye Pass Ajemr Ajmer - 305006 Ajmer (Dist) Rajasthan,AJMER,Rajasthan,91-145-2300628/ 2300629,ait-ajmer@rediffmail.com,
Sri Ganganagar Engineering College,Tantia Higher Education Institutiom Campus Bur Stand Hanumangarh Road Sri Ganganagar Pincode - 335002 Sri Ganganagar (Dist) Rajasthan,SRI GANGANAGAR,Rajasthan,,,
Government Engineering College Jhalawar,Jaipur Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,07432 242 812,govtecj@gmail.com,http://www.gecj.ac.in
Maharishi Arvind Institute of Engineering,Ipa - 1; Riico Institutional Area; Jhalawar Road; Ranpur; Kota (Dist) Rajasthan,KOTA,Rajasthan,-5122809,info@maiitindia.org,www.maiitindia.org
Gyan Vihar School of Engineering & Technology,Mahal Jagatpura Jaipur Pincode - 302025 Rajasthan,,Rajasthan,091-0141-2752080/2752081,admn@gyanvihar.or,
Maharishi Arvind Institute of Engineering and Technology,Sector7; Madhyam Marg; Mansarovar; Pincode - 302012 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141- 2784311/ 2785051/52/ 5178700/ 08890949494/ 0,info@maietindia.org// director@maietindia.org,www.maietindia.org
Centurion Institute of Professional Studies,Sector-18; Pratap Nagar Jaipur - 303906 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,,cips.jaipur@gmail.com,
Govt. Mahila Engineering College Ajmer,Nasirabad Road Makhupura Ajmer Ajmer Ajmer (Dist) Rajasthan,AJMER,Rajasthan,,principal@gweca.ac.in,
Seedling Academy of Design| Technology and Management,Main Campus; Khore Bariyan Sangarner Jagartpura Jaipur - 302017 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141-2754399/ 2753377,seedlingacademy@hotmail.com,
Institute of Engineering Technology Jaipur,Bhankroata; Ajmer Road; Jaipur Pincode - 303011 Rajasthan,,Rajasthan,,,
Sobhasaria Engineering College,Gram-gokulpura Sikar Pincode - 332001 Sikar (Dist) Rajasthan,SIKAR,Rajasthan,01572-222650/222653,alumni@secs.ac.in,www.secs.ac.in
Goverment Engineering College|Bharatpur,Shyorana Pincode - 321303 Bharatpur (Dist) Rajasthan,BHARATPUR,Rajasthan,-265863,principalbharatpur@gmail.com,www.ecbharatpur.ac.in
Saint Margaret Engineering College,Neemrana Alwar Jaipur Pincode - 301701 Alwar (Dist) Rajasthan,ALWAR,Rajasthan,01494-246351/52,smecneemrana02@radiffmail.com,http://www.smec.edu.in
Jodhpur Institute of Engineering & Technology,Pali Road; Mogra Kalla Tej-luni; Jodhpur Jodhpur - 342022 Jodhpur (Dist) Rajasthan,JODHPUR,Rajasthan,0291-2868152/53,info@jietjodhpur.com,
Shrinathji Institute of Technology & Engineering,Upliodan Nathdwara Udaipur Udaipur - 313301 Udaipur (Dist) Rajasthan,UDAIPUR,Rajasthan,02953-233238/ 234738/231748,info_shrinathji_institute@yahoo.co.in,http://www.shrinathjiinstitute.com
Baldev Ram Mirdha Institute of Technology,Its 3;it Park Epip; Jaipur; Pincode - 302022 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141-2770763/ 5070908,inquiry@bmitjaipur.org,http://www.bmitjaipur.org/
Marwar Engineering College & Research Centre,Kharda Khurd Narnadi Jodhpur Pincode - 342001 Jodhpur (Dist) Rajasthan,JODHPUR,Rajasthan,0151-2746922/23,info@marudhar.org,http://www.mecrc.org
MBM Engineering College Jodhpur,Faculty Of Engineering Jodhpur Jodhpur - 342011 Jodhpur (Dist) Rajasthan,JODHPUR,Rajasthan,0291-432947,Vajnw@sancharnet.in,
Marudhar Engineering College,K.no.255; 59 Vpp. Bhoja Raisar N.h-11; Jaipur Road Bikaner Pincode - 334001 Bikaner (Dist) Rajasthan,BIKANER,Rajasthan,0151-2746922/23,info@marudhar.org,http://www.mecrc.org
Swami Keshvanand Institute of Technology,Ramnagaria;jagatpura Pincode - 302025 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,-5160450,info@skit.ac.in,www.skit.ac.in
Arya Institute of Engineering & Technology,Sp40/42;rico Industrial Area Kukas; Jaipur Pincode - 303101 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141- 4032432/34/ 5148801/2/3/ 18001021044/ 090019,info@aryainstitutejpr.com// tpo@aryainstitutejpr.com,http://www.aryacollege.org/
Swami Keshvanad Institute of Technology|,Ramnagariya; Jagatpura; Jaipur; Pincode - 302025 Jaipur (Dist) Rajasthan,JAIPUR,Rajasthan,0141- 2752165/67/ 2759609/ 5160400/ 09314520693,info@skit.ac.in,www.skit.ac.in
Institute of Technology and Management Rajasthan,Nh-79;bhilwara By-pass; Post Atun Bhilwara Banswara (Dist) Rajasthan,BANSWARA,Rajasthan,01482-249225 /9414112740,placement@itm-bhilwara.ac.in,http://www.itm-bhilwara.ac.in
Siddhi Vinayak College of Science & Higher Education College,Campus; E1; A1 And B1 Riico Institutional Area Mia Extension Alwar Alwar (Dist) Rajasthan,ALWAR,Rajasthan,0144-3095489/098110-10760 011-27019900,gma@ndf.vsnl.net.in,
